결산년도,주가,자본총계,매출액,영업이익,당기순익,영업흐름,BPS,PBR,부채율,매출증가,영익률,지배ROE,매출이익,company,inudstry,year,quarter
18년12월(4Q),70400.0,52928.0,34903.0,792.0,737.0,2733.0,72422.0,0.97,862.24,2.59,1.8,6.12,67.39,DB손해보험,손보,18,4Q
18년09월(3Q),72800.0,49043.0,33859.0,2001.0,1396.0,1166.0,66972.0,1.09,919.3,0.59,4.85,12.19,70.18,DB손해보험,손보,18,3Q
18년06월(2Q),59000.0,46383.0,34450.0,2800.0,2049.0,-2410.0,63217.0,0.93,965.67,0.52,6.07,18.38,62.8,DB손해보험,손보,18,2Q
18년03월(1Q),65000.0,45369.0,33737.0,1614.0,1196.0,975.0,61759.0,1.05,965.83,-0.07,3.74,10.35,67.19,DB손해보험,손보,18,1Q
17년12월(4Q),71200.0,48330.0,34024.0,1385.0,1049.0,-3629.0,65787.0,1.08,900.94,-0.54,3.0,9.08,59.51,DB손해보험,손보,17,4Q
17년09월(3Q),73000.0,47640.0,33661.0,2331.0,1763.0,1583.0,65223.0,1.12,907.81,2.76,5.53,15.3,65.82,DB손해보험,손보,17,3Q
17년06월(2Q),68000.0,46737.0,34273.0,2669.0,2156.0,4773.0,63908.0,1.06,905.08,4.22,6.58,19.69,67.13,DB손해보험,손보,17,2Q
17년03월(1Q),64000.0,43269.0,33759.0,2295.0,1724.0,-5887.0,59071.0,1.08,940.85,3.65,4.63,16.34,55.51,DB손해보험,손보,17,1Q
16년12월(4Q),62500.0,43447.0,34209.0,1055.0,836.0,10078.0,59312.0,1.05,932.59,4.44,2.49,7.37,61.61,DB손해보험,손보,16,4Q
16년09월(3Q),68200.0,51895.0,32755.0,2515.0,1780.0,6311.0,70499.0,0.97,743.81,4.1,5.62,15.11,57.54,DB손해보험,손보,16,3Q
16년06월(2Q),69300.0,44608.0,32886.0,2162.0,1568.0,6913.0,60990.0,1.14,845.88,4.78,5.25,14.82,61.93,DB손해보험,손보,16,2Q
16년03월(1Q),75900.0,41299.0,32571.0,1529.0,1154.0,7724.0,56451.0,1.34,892.16,5.91,3.6,11.52,58.46,DB손해보험,손보,16,1Q
15년12월(4Q),70300.0,39669.0,32754.0,537.0,294.0,11375.0,54173.0,1.3,908.8,7.16,1.38,3.16,62.84,DB손해보험,손보,15,4Q
15년09월(3Q),61300.0,39998.0,31464.0,1218.0,905.0,2138.0,54607.0,1.12,870.82,6.44,2.86,9.58,54.52,DB손해보험,손보,15,3Q
15년06월(2Q),56500.0,38178.0,31386.0,2113.0,1882.0,7429.0,52087.0,1.08,873.92,6.19,5.35,19.94,60.48,DB손해보험,손보,15,2Q
15년03월(1Q),49450.0,37734.0,30755.0,1794.0,1224.0,3390.0,51672.0,0.96,858.1,7.2,4.66,13.25,59.08,DB손해보험,손보,15,1Q
14년12월(4Q),55000.0,35912.0,30565.0,358.0,505.0,8025.0,49200.0,1.12,872.72,5.16,0.92,6.57,55.15,DB손해보험,손보,14,4Q
14년09월(3Q),59500.0,35325.0,29560.0,1285.0,994.0,4613.0,47887.0,1.24,853.47,21.87,3.74,11.51,62.46,DB손해보험,손보,14,3Q
14년06월(2Q),52000.0,32993.0,29556.0,2126.0,1651.0,9804.0,44726.0,1.16,883.22,4.5,5.78,21.68,59.04,DB손해보험,손보,14,2Q
14년03월(1Q),55200.0,29872.0,28690.0,1519.0,1143.0,4964.0,40477.0,1.36,946.43,2.0,4.39,15.97,60.71,DB손해보험,손보,14,1Q
13년12월(4Q),56200.0,28578.0,29065.0,891.0,297.0,-671.0,38752.0,1.45,960.74,19.8,2.66,5.44,63.35,DB손해보험,손보,13,4Q
13년09월(2Q),46200.0,28552.0,28282.0,1823.0,1445.0,-1241.0,38200.0,1.21,934.45,18.78,5.12,21.84,56.26,DB손해보험,손보,13,2Q
13년06월(1Q),48300.0,27304.0,28128.0,1003.0,890.0,12059.0,36500.0,1.32,962.3,17.48,2.89,13.44,56.92,DB손해보험,손보,13,1Q
13년03월(4Q),45600.0,30666.0,24263.0,1114.0,1292.0,2813.0,40540.0,1.12,821.22,-3.99,4.05,18.85,69.5,DB손해보험,손보,13,4Q
12년12월(3Q),45950.0,26440.0,24256.0,1397.0,1137.0,163.0,37763.0,1.22,709.09,1.64,4.7,17.14,59.06,DB손해보험,손보,12,3Q
12년09월(2Q),48400.0,26628.0,23810.0,1865.0,1487.0,-4826.0,38029.0,1.27,662.97,12.31,6.52,23.92,58.45,DB손해보험,손보,12,2Q
12년06월(1Q),41950.0,23098.0,23944.0,1314.0,1026.0,2124.0,33043.0,1.27,719.69,23.02,4.68,17.96,56.78,DB손해보험,손보,12,1Q
12년03월(4Q),48950.0,22608.0,25271.0,883.0,718.0,738.0,32351.0,1.51,681.34,37.06,3.16,13.06,55.81,DB손해보험,손보,12,4Q
11년12월(3Q),53400.0,21348.0,23864.0,1502.0,1022.0,-1043.0,30572.0,1.75,663.01,30.1,5.29,19.76,54.99,DB손해보험,손보,11,3Q
11년09월(2Q),51500.0,20032.0,21200.0,985.0,734.0,2461.0,28712.0,1.79,661.2,23.37,3.63,14.63,52.65,DB손해보험,손보,11,2Q
11년06월(1Q),55500.0,20078.0,19463.0,1698.0,1301.0,-2913.0,28777.0,1.93,662.75,18.43,7.24,26.38,58.75,DB손해보험,손보,11,1Q
11년03월(4Q),50100.0,19377.0,18438.0,-832.0,-784.0,5419.0,27787.0,1.8,600.81,18.43,-4.0,26.38,66.98,DB손해보험,손보,11,4Q
09년12월(3Q),32400.0,10591.0,15382.0,762.0,650.0,-498.0,15378.0,2.11,869.75,18.15,4.18,25.28,62.15,DB손해보험,손보,9,3Q
09년09월(2Q),36150.0,9977.0,14522.0,630.0,517.0,931.0,14511.0,2.49,910.13,15.37,3.74,21.6,69.1,DB손해보험,손보,9,2Q
09년06월(1Q),26200.0,9187.0,13614.0,1004.0,786.0,-639.0,13395.0,1.96,912.3,10.63,6.19,35.76,70.23,DB손해보험,손보,9,1Q
09년03월(4Q),20500.0,8402.0,12744.0,347.0,308.0,590.0,12286.0,1.67,965.61,4.59,2.31,15.08,70.68,DB손해보험,손보,9,4Q
08년12월(3Q),14500.0,7946.0,13019.0,772.0,601.0,572.0,11642.0,1.25,998.7,9.42,4.7,31.61,66.71,DB손해보험,손보,8,3Q
08년09월(2Q),26750.0,7251.0,12587.0,742.0,554.0,167.0,10660.0,2.51,1069.83,10.7,4.95,29.37,67.24,DB손해보험,손보,8,2Q
08년06월(1Q),38400.0,7848.0,12306.0,1008.0,852.0,432.0,11504.0,3.34,983.15,10.84,7.01,41.97,66.65,DB손해보험,손보,8,1Q
08년03월(4Q),38000.0,8398.0,12185.0,329.0,305.0,-758.0,12281.0,3.09,865.23,13.16,2.29,15.0,67.37,DB손해보험,손보,8,4Q
07년12월(3Q),54700.0,7851.0,11899.0,1322.0,934.0,1230.0,11507.0,4.75,885.01,16.86,8.81,48.47,61.95,DB손해보험,손보,7,3Q
07년09월(2Q),38400.0,7557.0,11370.0,1121.0,898.0,838.0,11093.0,3.46,872.83,17.28,8.36,49.25,65.85,DB손해보험,손보,7,2Q
07년06월(1Q),31000.0,7024.0,11102.0,874.0,576.0,-165.0,10340.0,3.0,917.59,18.33,6.7,33.73,65.19,DB손해보험,손보,7,1Q
07년03월(4Q),26700.0,6627.0,10768.0,922.0,654.0,-3187.0,9778.0,2.73,909.28,19.24,7.06,39.93,62.88,DB손해보험,손보,7,4Q
06년12월(3Q),24750.0,6476.0,10182.0,459.0,327.0,2249.0,9566.0,2.59,910.2,16.83,3.76,20.61,65.84,DB손해보험,손보,6,3Q
06년09월(2Q),22400.0,6226.0,9695.0,187.0,153.0,2051.0,9212.0,2.43,897.66,17.15,1.68,10.23,69.72,DB손해보험,손보,6,2Q
06년06월(1Q),23800.0,5761.0,9382.0,111.0,85.0,121.0,8557.0,2.78,926.2,16.52,1.03,5.72,67.25,DB손해보험,손보,6,1Q
06년03월(4Q),18800.0,6112.0,9030.0,-89.0,220.0,860.0,9051.0,2.08,828.88,15.43,-0.84,14.76,68.57,DB손해보험,손보,6,4Q
05년12월(3Q),20450.0,5820.0,8715.0,38.0,197.0,1500.0,8639.0,2.37,849.77,11.97,0.35,13.67,67.48,DB손해보험,손보,5,3Q
05년09월(2Q),15150.0,5729.0,8275.0,304.0,416.0,1532.0,8510.0,1.78,812.74,9.22,3.28,30.31,73.75,DB손해보험,손보,5,2Q
05년06월(1Q),10700.0,5246.0,8052.0,505.0,398.0,1674.0,7865.0,1.36,870.41,10.76,5.58,29.88,71.81,DB손해보험,손보,5,1Q
05년03월(4Q),8300.0,5405.0,7823.0,-128.0,127.0,657.0,8088.0,1.03,794.02,11.41,-1.48,9.1,73.56,DB손해보험,손보,5,4Q
04년12월(3Q),7580.0,5790.0,7784.0,319.0,278.0,2097.0,8627.0,0.88,722.85,11.94,3.61,19.62,71.45,DB손해보험,손보,4,3Q
04년09월(2Q),5560.0,5560.0,7577.0,338.0,392.0,1334.0,8296.0,0.67,708.72,11.75,3.93,30.14,71.7,DB손해보험,손보,4,2Q
04년06월(1Q),4800.0,4840.0,7270.0,400.0,332.0,1737.0,7275.0,0.66,782.54,10.0,4.86,28.24,70.77,DB손해보험,손보,4,1Q
04년03월(4Q),5500.0,4564.0,7022.0,148.0,138.0,-3.0,6887.0,0.8,798.38,10.08,1.84,12.4,75.0,DB손해보험,손보,4,4Q
03년12월(3Q),4055.0,4313.0,6953.0,325.0,61.0,413.0,6530.0,0.62,829.23,2.33,3.95,5.88,76.97,DB손해보험,손보,3,3Q
03년09월(2Q),3485.0,3927.0,6780.0,123.0,138.0,283.0,5984.0,0.58,872.72,1.36,1.6,15.04,80.34,DB손해보험,손보,3,2Q
03년06월(1Q),3220.0,3432.0,6609.0,233.0,117.0,321.0,5285.0,0.61,982.06,3.1,3.02,13.92,78.68,DB손해보험,손보,3,1Q
03년03월(4Q),2120.0,3266.0,6379.0,318.0,218.0,321.0,5048.0,0.42,1010.89,6.35,4.27,25.12,87.44,DB손해보험,손보,3,4Q
02년12월(3Q),2295.0,3668.0,6795.0,126.0,131.0,38.75,5617.0,0.41,909.18,9.84,1.63,14.36,77.35,DB손해보험,손보,2,3Q
02년09월(2Q),2240.0,3601.0,6689.0,182.0,241.0,38.75,5521.0,0.41,866.38,11.13,2.47,28.44,78.46,DB손해보험,손보,2,2Q
02년06월(1Q),2770.0,3189.0,6410.0,330.0,202.0,38.75,4942.0,0.56,944.43,10.0,4.46,25.69,74.91,DB손해보험,손보,2,1Q
02년03월(4Q),4860.0,3093.0,5998.0,728.0,683.0,38.75,4809.0,1.01,945.17,9.13,9.93,91.72,74.7,DB손해보험,손보,2,4Q
01년12월(3Q),3600.0,2867.0,6187.0,424.0,279.0,38.75,4490.0,0.8,1011.53,8.87,5.92,42.77,78.73,DB손해보험,손보,1,3Q
01년09월(2Q),1765.0,2346.0,6019.0,209.0,225.0,38.75,3745.0,0.47,1172.64,11.77,3.02,40.11,75.62,DB손해보험,손보,1,2Q
01년06월(1Q),3145.0,2136.0,5827.0,411.0,308.0,38.75,3456.0,0.91,1250.75,16.34,5.98,73.63,72.06,DB손해보험,손보,1,1Q
01년03월(4Q),1430.0,1209.0,5497.0,250.0,283.0,38.75,2138.0,0.67,2121.61,6.415,3.81,85.51,75.18,DB손해보험,손보,1,4Q
00년12월(3Q),1070.0,1442.0,5682.0,-404.0,-191.0,38.75,2465.0,0.43,1744.54,6.415,-6.22,-52.65,81.58,DB손해보험,손보,0,3Q
00년09월(2Q),2200.0,1462.0,5386.0,-500.0,-208.0,38.75,2500.0,0.88,1659.74,6.415,-8.36,-52.35,81.71,DB손해보험,손보,0,2Q
00년06월(1Q),2075.0,1717.0,5009.0,284.0,147.0,38.75,2819.0,0.74,1379.8,6.415,4.66,35.19,79.62,DB손해보험,손보,0,1Q
19년09월(3Q),57900.0,18730.0,8670.0,1249.0,985.0,1261.0,21228.0,2.73,110.86,19.44,14.4,26.23,48.14,휠라홀딩스,의류,19,3Q
19년06월(2Q),76700.0,17161.0,9593.0,1449.0,920.0,2306.0,19074.0,4.02,118.21,21.4,15.1,24.49,52.12,휠라홀딩스,의류,19,2Q
19년03월(1Q),78000.0,16062.0,8346.0,1158.0,962.0,-1362.0,17521.0,4.45,128.08,23.29,13.88,27.26,50.05,휠라홀딩스,의류,19,1Q
18년12월(4Q),53500.0,15065.0,7617.0,826.0,39.0,532.0,16226.0,3.3,119.34,23.95,10.84,-0.29,48.23,휠라홀딩스,의류,18,4Q
18년09월(3Q),44900.0,14878.0,7259.0,739.0,453.0,955.0,16054.0,2.8,117.1,27.51,10.18,16.7,48.75,휠라홀딩스,의류,18,3Q
18년06월(2Q),33650.0,14591.0,7902.0,1157.0,811.0,1864.0,15620.0,2.15,131.29,14.04,14.64,29.23,51.17,휠라홀딩스,의류,18,2Q
18년03월(1Q),108500.0,13014.0,6769.0,849.0,797.0,-605.0,13824.0,1.57,148.02,3.55,12.55,18.55,50.52,휠라홀딩스,의류,18,1Q
17년12월(4Q),81600.0,12343.0,6145.0,515.0,151.0,-69.0,13074.0,1.25,149.44,48.37,8.37,4.6,49.48,휠라홀딩스,의류,17,4Q
17년09월(3Q),68500.0,13308.0,5693.0,356.0,207.0,1158.0,14195.0,0.97,140.82,224.3,6.25,6.83,48.71,휠라홀딩스,의류,17,3Q
17년06월(2Q),85500.0,12944.0,6929.0,816.0,468.0,1663.0,13761.0,1.24,151.77,231.15,11.77,14.48,50.75,휠라홀딩스,의류,17,2Q
17년03월(1Q),70100.0,12110.0,6537.0,489.0,255.0,-2452.0,12629.0,1.11,168.58,288.64,7.48,4.43,47.05,휠라홀딩스,의류,17,1Q
16년12월(4Q),70500.0,13022.0,4142.0,-255.0,3573.0,-425.0,15035.0,0.94,159.95,103.52,-6.16,240.71,41.75,휠라홀딩스,의류,16,4Q
16년09월(3Q),95400.0,3693.0,1755.0,62.0,-695.0,248.0,6490.0,2.94,136.56,-10.62,3.55,-63.96,42.63,휠라홀딩스,의류,16,3Q
16년06월(2Q),90900.0,4972.0,2092.0,248.0,160.0,215.0,8731.0,2.08,106.42,4.25,11.86,12.75,47.44,휠라홀딩스,의류,16,2Q
16년03월(1Q),95200.0,4750.0,1682.0,63.0,73.0,-73.0,8424.0,2.26,106.62,-21.83,3.75,6.53,42.8,휠라홀딩스,의류,16,1Q
15년12월(4Q),94400.0,4791.0,2035.0,85.0,-511.0,-272.0,8488.0,2.22,104.33,-4.66,4.2,-39.56,43.37,휠라홀딩스,의류,15,4Q
15년09월(3Q),99500.0,5053.0,1964.0,192.0,-199.0,199.0,9088.0,2.19,100.44,3.72,9.76,-15.83,43.9,휠라홀딩스,의류,15,3Q
15년06월(2Q),111000.0,5087.0,2007.0,252.0,-317.0,296.0,9152.0,2.43,88.5,2.7,12.56,-24.38,48.77,휠라홀딩스,의류,15,2Q
15년03월(1Q),108000.0,5377.0,2152.0,277.0,-306.0,51.0,9685.0,2.23,102.36,7.98,12.85,-22.91,44.87,휠라홀딩스,의류,15,1Q
14년12월(4Q),111500.0,5684.0,2134.0,145.0,-141.0,191.0,10980.0,2.03,83.57,2.23,6.8,-10.15,44.57,휠라홀딩스,의류,14,4Q
14년09월(3Q),118000.0,5695.0,1893.0,209.0,214.0,92.0,11025.0,2.14,83.82,5.58,11.02,15.03,45.27,휠라홀딩스,의류,14,3Q
14년06월(2Q),96100.0,5329.0,1954.0,286.0,295.0,359.0,10362.0,1.85,85.97,10.13,14.62,21.5,51.4,휠라홀딩스,의류,14,2Q
14년03월(1Q),88100.0,5207.0,1993.0,296.0,208.0,-252.0,10361.0,1.7,97.52,16.83,14.86,16.03,48.02,휠라홀딩스,의류,14,1Q
13년12월(4Q),79000.0,4920.0,2088.0,241.0,533.0,118.0,10098.0,1.56,97.43,14.83,11.54,45.57,49.44,휠라홀딩스,의류,13,4Q
13년09월(3Q),70000.0,4262.0,1793.0,229.0,-85.0,238.0,8762.0,1.6,112.32,24.06,12.75,-7.36,46.17,휠라홀딩스,의류,13,3Q
13년06월(2Q),68900.0,4634.0,1774.0,295.0,375.0,365.0,9500.0,1.45,99.04,3.0,16.61,33.22,55.09,휠라홀딩스,의류,13,2Q
13년03월(1Q),66100.0,4254.0,1706.0,217.0,139.0,-64.0,8718.0,1.52,120.89,-0.71,12.73,13.39,49.92,휠라홀딩스,의류,13,1Q
12년12월(4Q),64000.0,3993.0,1818.0,239.0,71.0,184.0,8201.0,1.56,115.87,-10.47,13.16,6.63,50.82,휠라홀딩스,의류,12,4Q
12년09월(3Q),72600.0,4130.0,1446.0,161.0,337.0,243.0,8518.0,1.7,118.82,-21.84,11.11,31.88,49.08,휠라홀딩스,의류,12,3Q
12년06월(2Q),77500.0,4000.0,1723.0,266.0,392.0,347.0,8251.0,1.88,124.11,-11.64,15.43,40.97,55.78,휠라홀딩스,의류,12,2Q
12년03월(1Q),85800.0,3432.0,1718.0,249.0,423.0,71.0,7490.0,2.29,162.73,-5.3,14.48,51.55,51.66,휠라홀딩스,의류,12,1Q
11년12월(4Q),77700.0,2986.0,2031.0,314.0,-316.0,665.0,6522.0,2.38,181.12,12.77,15.48,-36.24,50.48,휠라홀딩스,의류,11,4Q
11년09월(3Q),72000.0,3631.0,1850.0,238.0,-64.0,55.0,8251.0,1.75,158.35,26.45,12.85,-7.2,48.87,휠라홀딩스,의류,11,3Q
11년06월(2Q),89000.0,3313.0,1950.0,344.0,255.0,-283.0,7560.0,2.35,136.2,20.84,17.65,31.28,54.48,휠라홀딩스,의류,11,2Q
11년03월(1Q),75900.0,3090.0,1814.0,196.0,132.0,9.0,6995.0,2.17,159.22,41.89,10.81,17.38,47.81,휠라홀딩스,의류,11,1Q
19년09월(3Q),2380.0,130495.0,38856.0,882.0,730.0,16580.0,14674.0,0.16,959.78,3.62,1.29,2.31,41.19,한화생명,생보,19,3Q
19년06월(2Q),3275.0,122539.0,38924.0,563.0,655.0,-4909.0,13785.0,0.24,1011.12,4.38,0.87,2.61,41.93,한화생명,생보,19,2Q
19년03월(1Q),4000.0,118198.0,38451.0,377.0,232.0,-6827.0,13351.0,0.3,1039.34,3.47,0.61,0.73,46.55,한화생명,생보,19,1Q
18년12월(4Q),4220.0,114297.0,37306.0,-92.0,-5.0,12382.0,12931.0,0.33,1055.63,2.03,-0.18,1.85,55.98,한화생명,생보,18,4Q
18년09월(3Q),5290.0,115222.0,37498.0,2208.0,1441.0,-11288.0,13006.0,0.41,1035.59,1.0,3.71,4.63,43.13,한화생명,생보,18,3Q
18년06월(2Q),5300.0,112567.0,37292.0,2294.0,1701.0,9417.0,12946.0,0.41,1047.08,0.6,3.48,5.62,38.29,한화생명,생보,18,2Q
18년03월(1Q),6190.0,101406.0,37162.0,2092.0,1329.0,5918.0,11709.0,0.53,1146.52,-4.07,3.55,4.74,46.66,한화생명,생보,18,1Q
17년12월(4Q),6910.0,102381.0,36563.0,27.0,-675.0,6270.0,11831.0,0.58,1130.64,-1.81,0.05,-3.12,41.3,한화생명,생보,17,4Q
17년09월(3Q),6850.0,103884.0,37129.0,2652.0,2014.0,14221.0,12165.0,0.56,1104.33,-0.26,4.17,7.13,37.8,한화생명,생보,17,3Q
17년06월(2Q),6960.0,104113.0,37069.0,4038.0,2888.0,6060.0,12205.0,0.57,1088.2,54.18,6.52,10.86,38.73,한화생명,생보,17,2Q
17년03월(1Q),6040.0,95370.0,38740.0,2817.0,2660.0,6636.0,11259.0,0.54,1165.34,20.47,3.7,10.84,32.36,한화생명,생보,17,1Q
16년12월(4Q),6530.0,91592.0,37237.0,-1345.0,-672.0,5802.0,10884.0,0.6,1203.41,24.16,-2.55,-3.71,38.34,한화생명,생보,16,4Q
16년09월(3Q),5760.0,111118.0,37227.0,2928.0,2172.0,9789.0,13033.0,0.44,973.98,49.17,4.59,7.29,35.81,한화생명,생보,16,3Q
16년06월(2Q),5790.0,109060.0,24043.0,1802.0,5558.0,5457.0,12833.0,0.45,979.62,0.68,4.54,22.9,29.82,한화생명,생보,16,2Q
16년03월(1Q),6700.0,91955.0,32158.0,1825.0,1394.0,19830.0,11651.0,0.58,1014.23,34.43,3.62,6.26,25.66,한화생명,생보,16,1Q
15년12월(4Q),7390.0,86428.0,29992.0,-329.0,-122.0,26772.0,11014.0,0.67,1051.6,28.85,-0.76,-0.54,25.99,한화생명,생보,15,4Q
15년09월(3Q),8160.0,93823.0,24956.0,963.0,1209.0,14432.0,11267.0,0.72,946.0,9.3,2.12,5.31,25.94,한화생명,생보,15,3Q
15년06월(2Q),7930.0,88554.0,23881.0,3181.0,2528.0,22049.0,10660.0,0.74,979.31,2.83,7.78,11.18,27.73,한화생명,생보,15,2Q
15년03월(1Q),7370.0,92440.0,23921.0,2051.0,1684.0,18817.0,11107.0,0.66,926.96,6.62,5.19,7.53,28.5,한화생명,생보,15,1Q
14년12월(4Q),8290.0,86522.0,23276.0,255.0,85.0,9427.0,10348.0,0.8,964.78,5.05,0.69,0.42,24.62,한화생명,생보,14,4Q
14년09월(3Q),7100.0,76191.0,22832.0,1695.0,1730.0,10988.0,8992.0,0.79,1055.91,-20.52,4.48,9.27,30.09,한화생명,생보,14,3Q
14년06월(2Q),6460.0,73217.0,23223.0,1622.0,1299.0,2289.0,8650.0,0.75,1074.23,7.06,4.21,7.24,25.57,한화생명,생보,14,2Q
14년03월(1Q),6980.0,70487.0,22436.0,1272.0,938.0,7073.0,8335.0,0.84,1090.9,10.68,3.63,5.35,31.24,한화생명,생보,14,1Q
13년12월(4Q),7590.0,69865.0,22157.0,1581.0,1067.0,20049.0,8264.0,0.92,1079.02,-21.21,4.75,6.15,29.11,한화생명,생보,13,4Q
13년09월(2Q),6950.0,69138.0,21693.0,1963.0,1577.0,9208.0,8180.0,0.85,1062.81,-15.57,5.32,9.23,25.08,한화생명,생보,13,2Q
13년06월(1Q),6580.0,67601.0,20271.0,1335.0,907.0,18028.0,8003.0,0.82,1061.7,15.75,3.88,5.25,24.94,한화생명,생보,13,1Q
13년03월(4Q),6830.0,70490.0,28121.0,944.0,730.0,9602.0,8335.0,0.82,1004.76,43.51,2.41,4.19,22.18,한화생명,생보,13,4Q
12년12월(3Q),7760.0,68841.0,28727.0,1555.0,1047.0,13440.0,8145.0,0.95,994.05,69.45,3.8,6.1,22.57,한화생명,생보,12,3Q
12년09월(2Q),7720.0,68405.0,25693.0,2365.0,1826.0,19033.0,8096.0,0.95,963.4,50.88,6.27,10.95,25.57,한화생명,생보,12,2Q
12년06월(1Q),6430.0,64932.0,17512.0,1683.0,1531.0,18240.0,7696.0,0.84,983.02,5.84,5.95,9.41,29.88,한화생명,생보,12,1Q
12년03월(4Q),7490.0,65171.0,19595.0,2327.0,1615.0,-13.0,7724.0,0.97,960.38,16.97,7.92,9.97,31.98,한화생명,생보,12,4Q
11년12월(3Q),7400.0,64420.0,16953.0,1809.0,1360.0,12947.0,7589.0,0.98,947.76,-1.77,6.36,8.42,29.53,한화생명,생보,11,3Q
11년09월(2Q),5590.0,65024.0,17028.0,745.0,636.0,-48.0,7449.0,0.75,916.28,1.13,2.59,3.92,30.01,한화생명,생보,11,2Q
11년06월(1Q),7740.0,65283.0,16546.0,1916.0,1509.0,1435.0,7516.0,1.03,901.78,0.18,7.11,9.2,31.47,한화생명,생보,11,1Q
11년03월(4Q),7580.0,65935.0,16752.0,-650.0,-970.0,-1054.0,7592.0,1.0,881.27,0.18,-2.81,9.2,39.66,한화생명,생보,11,4Q
19년09월(3Q),42700.0,387403.0,36716.0,12482.0,9407.0,2763.0,94212.0,0.45,1206.64,4.45,9.59,9.98,17.83,KB금융,은행,19,3Q
19년06월(2Q),45850.0,372023.0,36939.0,13102.0,9915.0,32690.0,91909.0,0.5,1239.11,9.83,10.41,10.86,18.25,KB금융,은행,19,2Q
19년03월(1Q),41850.0,358273.0,36464.0,11592.0,8459.0,60612.0,88284.0,0.47,1269.62,14.14,9.4,9.46,18.25,KB금융,은행,19,1Q
18년12월(4Q),46500.0,357130.0,36615.0,3881.0,1928.0,9061.0,87710.0,0.53,1242.89,16.37,3.52,2.16,20.97,KB금융,은행,18,4Q
18년09월(3Q),54200.0,355892.0,35151.0,13282.0,9540.0,-10026.0,87338.0,0.62,1242.3,14.05,14.11,10.87,23.92,KB금융,은행,18,3Q
18년06월(2Q),52800.0,345935.0,33632.0,13240.0,9468.0,-24444.0,84961.0,0.62,1239.38,13.46,11.67,11.1,19.36,KB금융,은행,18,2Q
18년03월(1Q),60700.0,336305.0,31948.0,12272.0,9684.0,-64167.0,82659.0,0.73,1242.88,17.18,11.98,11.45,20.93,KB금융,은행,18,1Q
17년12월(4Q),63400.0,340448.0,31465.0,8469.0,5537.0,19101.0,83219.0,0.76,1182.97,20.58,7.01,6.54,17.92,KB금융,은행,17,4Q
17년09월(3Q),56100.0,337272.0,30820.0,11654.0,8974.0,-17379.0,82172.0,0.68,1183.26,24.2,12.3,10.83,22.83,KB금융,은행,17,3Q
17년06월(2Q),57700.0,328780.0,29641.0,11161.0,10047.0,-38261.0,79817.0,0.72,1184.29,20.27,13.9,12.4,25.75,KB금융,은행,17,2Q
17년03월(1Q),49000.0,316023.0,27264.0,8868.0,8876.0,-11821.0,76836.0,0.64,1105.26,10.55,9.2,11.17,19.19,KB금융,은행,17,1Q
16년12월(4Q),42800.0,312614.0,26094.0,-3374.0,4631.0,-10108.0,75865.0,0.56,1101.72,3.4,-5.54,5.98,28.75,KB금융,은행,16,4Q
16년09월(3Q),37850.0,299366.0,24816.0,7214.0,5774.0,-3204.0,78059.0,0.48,1075.28,-2.86,10.5,7.65,23.3,KB금융,은행,16,3Q
16년06월(2Q),32600.0,295837.0,24646.0,6250.0,5954.0,28273.0,76724.0,0.42,1060.09,-4.69,11.59,7.97,28.65,KB금융,은행,16,2Q
16년03월(1Q),31850.0,291179.0,24663.0,6679.0,5542.0,-3711.0,75111.0,0.42,1053.76,-9.05,9.53,7.57,21.5,KB금융,은행,16,1Q
15년12월(4Q),33150.0,289027.0,25236.0,3460.0,3517.0,9476.0,74234.0,0.45,1038.53,-11.93,7.51,4.87,34.01,KB금융,은행,15,4Q
15년09월(3Q),35250.0,285904.0,25547.0,5413.0,4239.0,11389.0,73439.0,0.48,1035.47,-12.57,7.77,5.88,22.27,KB금융,은행,15,3Q
15년06월(2Q),36900.0,281965.0,25858.0,3979.0,3385.0,24316.0,72444.0,0.51,1025.43,-12.33,7.36,4.76,28.62,KB금융,은행,15,2Q
15년03월(1Q),39300.0,279301.0,27117.0,5359.0,6132.0,-23245.0,71772.0,0.55,1030.52,-6.45,10.21,8.79,29.27,KB금융,은행,15,1Q
14년12월(4Q),36150.0,275127.0,28654.0,3657.0,2070.0,14272.0,70700.0,0.51,1020.78,-6.18,6.55,2.99,29.36,KB금융,은행,14,4Q
14년09월(3Q),38550.0,271215.0,29221.0,5843.0,4499.0,-17842.0,69695.0,0.55,1012.29,-3.26,11.29,6.72,31.44,KB금융,은행,14,3Q
14년06월(2Q),35200.0,264343.0,29493.0,5254.0,3989.0,23314.0,67925.0,0.52,1031.48,-4.25,9.21,6.03,28.17,KB금융,은행,14,2Q
14년03월(1Q),37250.0,260146.0,28985.0,4837.0,3592.0,13023.0,66856.0,0.56,1044.74,-9.48,9.7,5.55,30.94,KB금융,은행,14,1Q
13년12월(4Q),42250.0,259823.0,30541.0,4581.0,2700.0,-49772.0,67250.0,0.63,1024.49,-11.22,8.54,4.21,30.69,KB금융,은행,13,4Q
13년09월(3Q),37600.0,253599.0,30205.0,5845.0,4266.0,39740.0,65639.0,0.57,1070.98,-15.33,11.56,6.78,31.2,KB금융,은행,13,3Q
13년06월(2Q),34200.0,249456.0,30803.0,4515.0,1653.0,-40920.0,64567.0,0.53,1076.87,-14.19,7.55,2.63,27.59,KB금융,은행,13,2Q
